Cus.ID,Date,Cus. Location,Age,Gender,Mobile Name,Sell Price,Does he/she Come from Facebook Page?,Does he/she Followed Our Page?,Did he/she buy any mobile before?,Did he/she hear of our shop before?,
5260,20-11-2024,Rangamati Sadar,45,M,iQOO Z7 5G 6/128,14064,No,No,No,Yes,
5261,20-11-2024,Rangamati Sadar,20,F,iQOO Z7 5G 6/128,23866,No,No,Yes,Yes,
5262,20-11-2024,Outside Rangamati,43,M,Galaxy M35 5G 8/128,22999,No,No,No,No,
5263,20-11-2024,Inside Rangamati,49,F,R-70 Turbo 5G 6/128,24714,Yes,No,No,Yes,
5264,20-11-2024,Inside Rangamati,43,F,Galaxy M35 5G 8/128,21682,Yes,Yes,Yes,No,
5265,21-11-2024,Outside Rangamati,37,F,Galaxy S24 Ultra 12/256,21796,No,No,No,Yes,
5266,21-11-2024,Inside Rangamati,22,F,Galaxy A55 5G 8/128,25696,No,Yes,No,No,
5267,21-11-2024,Rangamati Sadar,20,M,iPhone 16 Pro Max 1TB,67087,No,Yes,No,Yes,
5268,21-11-2024,Outside Rangamati,48,M,Narzo N53 4/64,12743,Yes,No,Yes,Yes,
5269,21-11-2024,Outside Rangamati,47,F,Redmi Note 12 Pro 8/128,16742,Yes,No,No,Yes,
5270,21-11-2024,Inside Rangamati,41,M,Galaxy S24 Ultra 12/256,19676,No,No,No,No,
5271,21-11-2024,Inside Rangamati,33,F,Note 14 Pro 5G 8/256,19060,No,Yes,No,Yes,
5272,21-11-2024,Outside Rangamati,40,M,R-70 Turbo 5G 6/128,17734,Yes,Yes,No,Yes,
5273,21-11-2024,Outside Rangamati,19,F,iQOO Neo 9 Pro 5G 12/256,40023,Yes,Yes,No,No,
5274,21-11-2024,Inside Rangamati,48,M,iQOO Neo 9 Pro 5G 12/256,24507,No,Yes,Yes,Yes,
5275,21-11-2024,Inside Rangamati,40,M,Moto G85 5G 8/128,24278,Yes,No,No,No,
5276,21-11-2024,Outside Rangamati,39,M,Pixel 7a 8/128,44508,No,No,Yes,Yes,
5277,21-11-2024,Inside Rangamati,40,F,Narzo N53 4/64,21682,Yes,No,No,No,
5278,21-11-2024,Inside Rangamati,24,F,iQOO Z7 5G 6/128,24909,Yes,No,No,Yes,
5279,21-11-2024,Rangamati Sadar,24,F,Narzo N53 4/64,12985,No,Yes,No,No,
5280,21-11-2024,Outside Rangamati,29,F,Narzo N53 4/64,24566,Yes,Yes,No,No,
5281,21-11-2024,Outside Rangamati,49,M,Galaxy S24 Ultra 12/256,17264,No,Yes,No,Yes,
5282,21-11-2024,Inside Rangamati,36,F,R-70 Turbo 5G 6/128,16746,No,Yes,Yes,Yes,
5283,21-11-2024,Outside Rangamati,18,M,Narzo N53 4/64,24388,No,No,No,Yes,
5284,21-11-2024,Rangamati Sadar,21,M,Narzo N53 4/64,22066,No,No,No,Yes,
5285,21-11-2024,Outside Rangamati,34,F,Galaxy S24 Ultra 12/256,18083,No,No,No,No,
5286,21-11-2024,Rangamati Sadar,36,F,iPhone 16 Pro Max 1TB,18984,Yes,Yes,Yes,Yes,
5287,21-11-2024,Rangamati Sadar,34,M,Note 11S 6/128,18706,No,No,No,Yes,
5288,21-11-2024,Rangamati Sadar,44,F,Galaxy S24 Ultra 12/256,103021,Yes,No,No,Yes,
5289,22-11-2024,Rangamati Sadar,35,F,Galaxy S24 Ultra 12/256,24076,Yes,No,Yes,Yes,
5290,22-11-2024,Rangamati Sadar,28,F,Galaxy M35 5G 8/128,15309,No,No,No,No,
5291,22-11-2024,Rangamati Sadar,43,M,Note 14 Pro 5G 8/256,25128,Yes,No,Yes,No,
5292,22-11-2024,Outside Rangamati,23,M,iQOO Z7 5G 6/128,19941,Yes,No,No,Yes,
5293,22-11-2024,Outside Rangamati,25,F,iQOO Neo 9 Pro 5G 12/256,21682,No,Yes,Yes,Yes,
5294,22-11-2024,Outside Rangamati,41,F,Note 11S 6/128,22260,Yes,No,No,Yes,
5295,22-11-2024,Rangamati Sadar,31,M,Galaxy A55 5G 8/128,25622,No,Yes,Yes,No,
5296,22-11-2024,Outside Rangamati,29,M,iPhone 16 Pro Max 1TB,20113,No,No,Yes,Yes,
5297,22-11-2024,Inside Rangamati,36,F,Vivo T3x 5G 8/128,15459,No,No,No,No,
5298,22-11-2024,Rangamati Sadar,48,M,Pixel 7a 8/128,44771,Yes,No,No,No,
5299,22-11-2024,Outside Rangamati,49,M,Galaxy S24 Ultra 12/256,17562,No,No,No,Yes,
5300,22-11-2024,Inside Rangamati,48,F,Galaxy A55 5G 8/128,25594,No,No,No,No,
5301,22-11-2024,Inside Rangamati,29,F,R-70 Turbo 5G 6/128,18576,No,No,No,Yes,
5302,22-11-2024,Inside Rangamati,42,F,Narzo N53 4/64,13517,No,Yes,No,Yes,
5303,22-11-2024,Inside Rangamati,44,M,Narzo N53 4/64,15276,Yes,No,No,Yes,
5304,22-11-2024,Outside Rangamati,47,M,Pixel 8 Pro 12/256,22372,No,No,No,Yes,
5305,22-11-2024,Rangamati Sadar,35,F,Moto G85 5G 8/128,26484,Yes,No,No,Yes,
5306,22-11-2024,Inside Rangamati,47,M,R-70 Turbo 5G 6/128,22818,No,Yes,No,Yes,
5307,22-11-2024,Inside Rangamati,36,M,Moto G85 5G 8/128,26322,No,No,No,Yes,
5308,22-11-2024,Rangamati Sadar,50,F,iQOO Neo 9 Pro 5G 12/256,20579,No,Yes,No,No,
5309,22-11-2024,Outside Rangamati,38,M,Galaxy A55 5G 8/128,39714,Yes,Yes,No,Yes,
5310,23-11-2024,Rangamati Sadar,31,F,iQOO Z7 5G 6/128,21002,Yes,No,Yes,Yes,
5311,23-11-2024,Rangamati Sadar,47,M,Galaxy M35 5G 8/128,13283,Yes,Yes,No,Yes,
5312,23-11-2024,Rangamati Sadar,21,M,iQOO Neo 9 Pro 5G 12/256,40882,No,Yes,No,Yes,
5313,23-11-2024,Outside Rangamati,26,M,Vivo Y200 5G 6/128,21262,No,No,No,No,
5314,23-11-2024,Rangamati Sadar,35,F,Moto G85 5G 8/128,15739,No,No,Yes,No,
5315,23-11-2024,Inside Rangamati,25,M,Galaxy S24 Ultra 12/256,24627,No,No,Yes,No,
5316,23-11-2024,Rangamati Sadar,44,F,iQOO Z7 5G 6/128,20924,No,No,No,Yes,
5317,23-11-2024,Inside Rangamati,34,F,Redmi Note 12 Pro 8/128,20431,Yes,Yes,No,Yes,
5318,23-11-2024,Rangamati Sadar,40,M,Narzo N53 4/64,21619,No,No,No,Yes,
5319,23-11-2024,Inside Rangamati,38,F,Note 14 Pro 5G 8/256,36061,No,No,No,No,
5320,23-11-2024,Rangamati Sadar,36,M,Note 11S 6/128,24540,No,Yes,No,No,
5321,23-11-2024,Rangamati Sadar,23,F,iQOO Z7 5G 6/128,16769,No,No,No,No,
5322,23-11-2024,Rangamati Sadar,49,M,Pixel 7a 8/128,15224,No,No,No,No,
5323,23-11-2024,Inside Rangamati,48,M,iPhone 16 Pro 256GB,37846,No,Yes,No,Yes,
5324,23-11-2024,Inside Rangamati,26,M,Pixel 7a 8/128,23139,Yes,Yes,Yes,No,
5325,23-11-2024,Inside Rangamati,33,M,Galaxy S24 Ultra 12/256,17053,Yes,No,Yes,Yes,
5326,23-11-2024,Rangamati Sadar,31,M,Moto G85 5G 8/128,26384,Yes,No,No,No,
5327,23-11-2024,Outside Rangamati,20,M,iPhone 16 Pro 256GB,13491,No,No,No,Yes,
5328,23-11-2024,Inside Rangamati,50,M,iPhone 16 Pro Max 1TB,19216,Yes,No,No,No,
5329,23-11-2024,Rangamati Sadar,46,M,Pixel 7a 8/128,17726,No,No,Yes,Yes,
5330,23-11-2024,Outside Rangamati,48,F,Pixel 8 Pro 12/256,22345,Yes,No,No,No,
5331,23-11-2024,Inside Rangamati,35,F,iPhone 16 Pro Max 1TB,22869,No,No,Yes,Yes,
5332,23-11-2024,Outside Rangamati,29,M,Moto G85 5G 8/128,26586,No,No,No,No,
5333,23-11-2024,Rangamati Sadar,49,M,iPhone 16 Pro 256GB,14233,Yes,No,Yes,No,
5334,23-11-2024,Rangamati Sadar,20,F,R-70 Turbo 5G 6/128,23078,No,No,No,No,
5335,23-11-2024,Rangamati Sadar,46,M,Pixel 8 Pro 12/256,25303,Yes,Yes,No,Yes,
5336,23-11-2024,Rangamati Sadar,30,F,Pixel 8 Pro 12/256,24513,No,No,No,No,
5337,23-11-2024,Rangamati Sadar,46,M,Galaxy S24 Ultra 12/256,51616,Yes,Yes,No,No,
5338,23-11-2024,Rangamati Sadar,26,M,Galaxy S24 Ultra 12/256,17526,No,No,No,Yes,
5339,23-11-2024,Rangamati Sadar,50,F,iQOO Neo 9 Pro 5G 12/256,16137,No,No,Yes,Yes,
5340,23-11-2024,Outside Rangamati,48,F,Note 11S 6/128,25149,No,No,No,Yes,
5341,24-11-2024,Inside Rangamati,18,F,Galaxy S24 Ultra 12/256,35735,No,No,No,No,
5342,24-11-2024,Inside Rangamati,25,F,iQOO Z7 5G 6/128,25624,No,No,No,No,
5343,24-11-2024,Inside Rangamati,21,M,iPhone 16 Pro Max 1TB,25472,No,Yes,No,No,
5344,24-11-2024,Outside Rangamati,19,M,Narzo N53 4/64,23294,Yes,No,No,No,
5345,24-11-2024,Inside Rangamati,37,M,Moto G85 5G 8/128,17892,No,No,Yes,No,
5346,24-11-2024,Inside Rangamati,31,M,Note 11S 6/128,21535,No,No,No,No,
5347,24-11-2024,Rangamati Sadar,27,F,Vivo Y200 5G 6/128,25249,No,No,No,Yes,
5348,24-11-2024,Outside Rangamati,47,F,Galaxy S24 Ultra 12/256,24398,No,No,No,Yes,
5349,24-11-2024,Rangamati Sadar,30,M,Galaxy S24 Ultra 12/256,69159,No,Yes,Yes,No,
5350,24-11-2024,Inside Rangamati,21,F,Vivo T3x 5G 8/128,26017,No,No,No,Yes,
5351,24-11-2024,Rangamati Sadar,25,F,Narzo N53 4/64,25778,Yes,No,No,No,
5352,24-11-2024,Rangamati Sadar,38,F,Redmi Note 12 Pro 8/128,25245,No,No,No,No,
5353,24-11-2024,Outside Rangamati,28,M,Vivo T3x 5G 8/128,26358,No,Yes,No,Yes,
5354,24-11-2024,Rangamati Sadar,18,M,iPhone 16 Pro 256GB,19457,No,No,No,No,
5355,24-11-2024,Rangamati Sadar,20,M,Pixel 8 Pro 12/256,23018,No,Yes,Yes,No,
5356,24-11-2024,Outside Rangamati,33,F,Vivo T3x 5G 8/128,25863,No,No,No,No,
5357,24-11-2024,Inside Rangamati,30,F,Galaxy M35 5G 8/128,26865,Yes,Yes,No,Yes,
5358,24-11-2024,Outside Rangamati,27,M,Note 14 Pro 5G 8/256,22183,No,No,No,Yes,
5359,24-11-2024,Outside Rangamati,38,M,Vivo Y200 5G 6/128,23207,Yes,No,Yes,Yes,
5360,24-11-2024,Outside Rangamati,32,F,Pixel 8 Pro 12/256,12783,No,No,No,Yes,
5361,24-11-2024,Outside Rangamati,25,M,Redmi Note 12 Pro 8/128,25243,No,No,Yes,No,
5362,25-11-2024,Outside Rangamati,25,M,Galaxy M35 5G 8/128,25756,No,No,No,No,
5363,25-11-2024,Rangamati Sadar,47,M,Vivo Y200 5G 6/128,20377,No,Yes,Yes,Yes,
5364,25-11-2024,Rangamati Sadar,31,F,Narzo N53 4/64,17087,No,No,No,No,
5365,25-11-2024,Rangamati Sadar,37,F,Galaxy S24 Ultra 12/256,19026,No,No,No,Yes,
5366,25-11-2024,Outside Rangamati,42,M,Moto G85 5G 8/128,22594,No,Yes,No,No,
5367,25-11-2024,Rangamati Sadar,27,M,Pixel 7a 8/128,23474,Yes,Yes,No,No,
5368,25-11-2024,Outside Rangamati,20,F,Galaxy A55 5G 8/128,39136,Yes,No,Yes,No,
5369,25-11-2024,Rangamati Sadar,19,F,iPhone 16 Pro 256GB,14432,No,No,No,Yes,
5370,25-11-2024,Outside Rangamati,35,F,Galaxy S24 Ultra 12/256,20680,Yes,Yes,No,Yes,
5371,25-11-2024,Inside Rangamati,49,F,Vivo Y200 5G 6/128,23072,Yes,Yes,No,No,
5372,25-11-2024,Inside Rangamati,39,F,Galaxy A55 5G 8/128,19321,No,Yes,Yes,No,
5373,25-11-2024,Inside Rangamati,24,F,Galaxy A55 5G 8/128,39113,No,Yes,No,No,
5374,25-11-2024,Rangamati Sadar,23,F,Galaxy M35 5G 8/128,18103,Yes,No,No,No,
5375,25-11-2024,Inside Rangamati,18,M,iPhone 16 Pro Max 1TB,24676,No,No,No,Yes,
5376,25-11-2024,Rangamati Sadar,23,F,iPhone 16 Pro Max 1TB,14343,No,No,No,Yes,
5377,25-11-2024,Outside Rangamati,30,F,Galaxy M35 5G 8/128,25386,Yes,Yes,Yes,Yes,
5378,25-11-2024,Rangamati Sadar,36,F,iPhone 16 Pro 256GB,12974,Yes,Yes,Yes,No,
5379,25-11-2024,Rangamati Sadar,43,M,Moto G85 5G 8/128,26393,Yes,No,Yes,Yes,
5380,25-11-2024,Outside Rangamati,49,M,iPhone 16 Pro 256GB,16865,No,Yes,Yes,Yes,
5381,25-11-2024,Rangamati Sadar,39,M,Pixel 7a 8/128,17915,No,No,Yes,Yes,
5382,25-11-2024,Rangamati Sadar,28,M,Galaxy S24 Ultra 12/256,14384,Yes,Yes,No,Yes,
5383,25-11-2024,Rangamati Sadar,29,M,Moto G85 5G 8/128,16071,No,Yes,No,Yes,
5384,25-11-2024,Rangamati Sadar,46,M,Pixel 8 Pro 12/256,25437,No,No,No,Yes,
5385,25-11-2024,Inside Rangamati,44,F,Galaxy A55 5G 8/128,23511,No,Yes,No,Yes,
5386,25-11-2024,Rangamati Sadar,22,M,iPhone 16 Pro Max 1TB,15125,No,No,Yes,No,
5387,25-11-2024,Rangamati Sadar,28,M,Vivo Y200 5G 6/128,23774,Yes,Yes,Yes,Yes,
5388,26-11-2024,Rangamati Sadar,32,M,Moto G85 5G 8/128,21226,No,No,No,Yes,
5389,26-11-2024,Inside Rangamati,48,F,iQOO Neo 9 Pro 5G 12/256,22777,No,No,No,No,
5390,26-11-2024,Rangamati Sadar,28,M,Galaxy S24 Ultra 12/256,22598,No,No,No,No,
5391,26-11-2024,Outside Rangamati,49,F,Vivo T3x 5G 8/128,14166,No,No,Yes,Yes,
5392,26-11-2024,Inside Rangamati,50,F,iPhone 16 Pro Max 1TB,16681,No,Yes,No,No,
5393,26-11-2024,Outside Rangamati,44,M,R-70 Turbo 5G 6/128,24853,Yes,Yes,No,No,
5394,26-11-2024,Outside Rangamati,42,F,Note 14 Pro 5G 8/256,36174,Yes,No,Yes,Yes,
5395,26-11-2024,Outside Rangamati,41,M,Pixel 7a 8/128,22580,No,Yes,Yes,Yes,
5396,26-11-2024,Rangamati Sadar,45,M,Vivo T3x 5G 8/128,25832,No,No,Yes,Yes,
5397,26-11-2024,Rangamati Sadar,47,M,Pixel 8 Pro 12/256,29622,No,No,No,Yes,
5398,26-11-2024,Inside Rangamati,26,F,R-70 Turbo 5G 6/128,15239,No,No,No,No,
5399,26-11-2024,Rangamati Sadar,25,M,Narzo N53 4/64,13478,No,No,No,Yes,
5400,26-11-2024,Inside Rangamati,26,M,iQOO Neo 9 Pro 5G 12/256,21316,No,No,No,No,
5401,26-11-2024,Outside Rangamati,44,M,Galaxy M35 5G 8/128,25785,No,No,Yes,Yes,
5402,26-11-2024,Rangamati Sadar,37,F,iPhone 16 Pro Max 1TB,26366,No,Yes,No,Yes,
5403,26-11-2024,Rangamati Sadar,42,M,Moto G85 5G 8/128,24189,Yes,No,No,Yes,
5404,26-11-2024,Outside Rangamati,27,F,Pixel 8 Pro 12/256,52499,Yes,Yes,No,No,
5405,26-11-2024,Rangamati Sadar,32,F,R-70 Turbo 5G 6/128,19250,No,Yes,Yes,No,
5406,26-11-2024,Outside Rangamati,29,M,iQOO Z7 5G 6/128,23498,No,No,Yes,Yes,
5407,26-11-2024,Rangamati Sadar,44,F,Narzo N53 4/64,18727,Yes,Yes,No,No,
5408,27-11-2024,Outside Rangamati,47,F,Vivo Y200 5G 6/128,23190,No,No,No,No,
5409,27-11-2024,Inside Rangamati,38,F,Pixel 8 Pro 12/256,36910,No,Yes,Yes,No,
5410,27-11-2024,Rangamati Sadar,42,F,Note 11S 6/128,26177,No,Yes,No,No,
5411,27-11-2024,Inside Rangamati,43,F,Redmi Note 12 Pro 8/128,27809,No,No,No,No,
5412,27-11-2024,Inside Rangamati,29,F,Narzo N53 4/64,21517,Yes,Yes,No,No,
5413,27-11-2024,Rangamati Sadar,41,M,Note 14 Pro 5G 8/256,24993,Yes,No,Yes,Yes,
5414,27-11-2024,Outside Rangamati,30,M,iPhone 16 Pro Max 1TB,19865,No,No,Yes,No,
5415,27-11-2024,Outside Rangamati,23,M,Pixel 7a 8/128,19322,No,Yes,No,No,
5416,27-11-2024,Outside Rangamati,19,F,iQOO Neo 9 Pro 5G 12/256,40068,Yes,No,No,Yes,
5417,27-11-2024,Inside Rangamati,48,M,iQOO Neo 9 Pro 5G 12/256,26701,No,Yes,No,Yes,
5418,27-11-2024,Outside Rangamati,29,F,Narzo N53 4/64,18688,No,No,No,Yes,
5419,27-11-2024,Outside Rangamati,42,F,iPhone 16 Pro Max 1TB,16426,No,No,No,No,
5420,27-11-2024,Outside Rangamati,26,M,Pixel 7a 8/128,21185,No,No,No,No,
5421,27-11-2024,Rangamati Sadar,32,F,Moto G85 5G 8/128,14760,No,Yes,Yes,No,
5422,27-11-2024,Rangamati Sadar,47,M,Galaxy S24 Ultra 12/256,17650,Yes,Yes,Yes,Yes,
5423,27-11-2024,Outside Rangamati,42,F,Note 11S 6/128,22919,No,Yes,No,Yes,
5424,27-11-2024,Inside Rangamati,35,F,Vivo T3x 5G 8/128,17080,Yes,Yes,No,No,
5425,27-11-2024,Outside Rangamati,30,M,Note 11S 6/128,14545,Yes,Yes,No,No,
5426,27-11-2024,Inside Rangamati,39,M,R-70 Turbo 5G 6/128,23500,No,No,No,No,
5427,27-11-2024,Rangamati Sadar,27,M,Moto G85 5G 8/128,23769,Yes,No,No,No,
5428,27-11-2024,Rangamati Sadar,41,M,Redmi Note 12 Pro 8/128,17846,No,Yes,Yes,No,
5429,27-11-2024,Outside Rangamati,44,F,R-70 Turbo 5G 6/128,24991,Yes,No,No,Yes,
5430,27-11-2024,Inside Rangamati,44,F,Redmi Note 12 Pro 8/128,23568,Yes,No,No,Yes,
5431,27-11-2024,Outside Rangamati,37,M,Narzo N53 4/64,25818,Yes,No,No,No,
5432,28-11-2024,Inside Rangamati,46,F,Note 11S 6/128,24499,No,No,No,Yes,
5433,28-11-2024,Rangamati Sadar,26,M,iQOO Neo 9 Pro 5G 12/256,17019,No,Yes,No,Yes,
5434,28-11-2024,Outside Rangamati,18,M,Note 11S 6/128,26170,No,No,No,No,
5435,28-11-2024,Outside Rangamati,36,F,Pixel 8 Pro 12/256,21794,Yes,No,No,Yes,
5436,28-11-2024,Outside Rangamati,46,M,Galaxy A55 5G 8/128,38937,Yes,No,No,Yes,
5437,28-11-2024,Inside Rangamati,29,F,iQOO Neo 9 Pro 5G 12/256,21458,No,No,No,Yes,
5438,28-11-2024,Rangamati Sadar,27,M,Vivo Y200 5G 6/128,16690,No,No,No,No,
5439,28-11-2024,Inside Rangamati,36,F,Vivo Y200 5G 6/128,21682,No,Yes,Yes,Yes,
5440,28-11-2024,Rangamati Sadar,49,F,Pixel 7a 8/128,16476,No,Yes,Yes,Yes,
5441,28-11-2024,Outside Rangamati,18,F,iQOO Z7 5G 6/128,15779,Yes,No,No,Yes,
5442,28-11-2024,Rangamati Sadar,22,F,iPhone 16 Pro Max 1TB,14125,Yes,No,No,No,
5443,28-11-2024,Rangamati Sadar,23,M,Vivo T3x 5G 8/128,13589,No,No,No,Yes,
5444,28-11-2024,Outside Rangamati,23,F,Galaxy S24 Ultra 12/256,21289,Yes,No,No,Yes,
5445,28-11-2024,Outside Rangamati,37,F,Galaxy M35 5G 8/128,21682,Yes,Yes,No,Yes,
5446,28-11-2024,Outside Rangamati,19,F,iQOO Z7 5G 6/128,20386,Yes,No,No,Yes,
5447,28-11-2024,Inside Rangamati,43,M,Vivo Y200 5G 6/128,22736,Yes,No,No,Yes,
5448,28-11-2024,Inside Rangamati,39,M,Pixel 8 Pro 12/256,23238,No,No,No,Yes,
5449,28-11-2024,Outside Rangamati,41,F,Pixel 7a 8/128,22688,No,No,Yes,Yes,
5450,28-11-2024,Rangamati Sadar,31,F,Galaxy S24 Ultra 12/256,46617,No,Yes,No,No,
5451,28-11-2024,Rangamati Sadar,45,M,Galaxy S24 Ultra 12/256,24479,No,No,Yes,Yes,
5452,29-11-2024,Rangamati Sadar,29,F,Pixel 8 Pro 12/256,17167,No,No,Yes,No,
5453,29-11-2024,Outside Rangamati,22,M,Moto G85 5G 8/128,23046,No,No,No,Yes,
5454,29-11-2024,Outside Rangamati,26,M,Pixel 8 Pro 12/256,21982,Yes,Yes,Yes,No,
5455,29-11-2024,Inside Rangamati,41,F,Vivo Y200 5G 6/128,23490,No,Yes,No,No,
5456,29-11-2024,Rangamati Sadar,25,F,iQOO Neo 9 Pro 5G 12/256,13364,Yes,Yes,No,No,
5457,29-11-2024,Inside Rangamati,42,M,Note 14 Pro 5G 8/256,14950,No,Yes,No,Yes,
5458,29-11-2024,Inside Rangamati,18,F,Note 14 Pro 5G 8/256,24183,No,No,Yes,Yes,
5459,29-11-2024,Rangamati Sadar,40,F,Vivo T3x 5G 8/128,14714,Yes,Yes,Yes,No,
5460,29-11-2024,Rangamati Sadar,49,F,Redmi Note 12 Pro 8/128,19073,No,Yes,No,Yes,
5461,29-11-2024,Rangamati Sadar,33,M,iQOO Z7 5G 6/128,20545,No,Yes,No,Yes,
5462,29-11-2024,Inside Rangamati,48,M,iQOO Neo 9 Pro 5G 12/256,21778,No,Yes,Yes,No,
5463,29-11-2024,Rangamati Sadar,46,F,iQOO Neo 9 Pro 5G 12/256,16614,No,No,No,No,
5464,29-11-2024,Outside Rangamati,22,F,Galaxy A55 5G 8/128,39395,No,No,No,No,
5465,29-11-2024,Inside Rangamati,40,F,Galaxy M35 5G 8/128,26342,No,Yes,No,Yes,
5466,29-11-2024,Outside Rangamati,19,F,Note 14 Pro 5G 8/256,36743,Yes,No,No,No,
5467,29-11-2024,Rangamati Sadar,40,F,iQOO Z7 5G 6/128,18020,Yes,No,No,Yes,
5468,29-11-2024,Inside Rangamati,33,M,Galaxy S24 Ultra 12/256,21139,No,Yes,No,No,
5469,29-11-2024,Rangamati Sadar,40,M,Narzo N53 4/64,12790,Yes,Yes,No,Yes,
5470,29-11-2024,Outside Rangamati,28,M,iQOO Z7 5G 6/128,24386,No,No,No,Yes,
5471,29-11-2024,Rangamati Sadar,24,F,iQOO Z7 5G 6/128,26415,Yes,Yes,No,Yes,
5472,29-11-2024,Outside Rangamati,25,M,Redmi Note 12 Pro 8/128,16101,No,Yes,No,Yes,
5473,29-11-2024,Outside Rangamati,46,M,Narzo N53 4/64,13307,No,No,No,No,
5474,29-11-2024,Outside Rangamati,45,F,Vivo T3x 5G 8/128,23068,No,No,No,Yes,
5475,29-11-2024,Inside Rangamati,41,F,Galaxy S24 Ultra 12/256,26901,No,Yes,No,Yes,
5476,29-11-2024,Inside Rangamati,48,F,Vivo Y200 5G 6/128,21122,No,No,Yes,Yes,
5477,29-11-2024,Inside Rangamati,36,F,Redmi Note 12 Pro 8/128,22418,No,Yes,No,No,
5478,29-11-2024,Inside Rangamati,36,F,Galaxy M35 5G 8/128,23574,Yes,No,Yes,Yes,
5479,29-11-2024,Rangamati Sadar,45,F,R-70 Turbo 5G 6/128,22344,No,Yes,No,Yes,
5480,29-11-2024,Rangamati Sadar,25,F,Moto G85 5G 8/128,26538,Yes,No,Yes,Yes,
5481,29-11-2024,Outside Rangamati,19,F,Vivo Y200 5G 6/128,26648,No,No,Yes,No,
5482,29-11-2024,Inside Rangamati,28,F,iQOO Neo 9 Pro 5G 12/256,21912,No,No,Yes,Yes,
5483,29-11-2024,Rangamati Sadar,26,F,Narzo N53 4/64,22702,No,No,No,No,
5484,29-11-2024,Rangamati Sadar,38,M,iQOO Z7 5G 6/128,13199,Yes,No,No,No,
5485,30-11-2024,Outside Rangamati,43,F,Moto G85 5G 8/128,18953,No,Yes,Yes,Yes,
5486,30-11-2024,Inside Rangamati,40,F,Pixel 7a 8/128,44135,Yes,No,No,No,
5487,30-11-2024,Inside Rangamati,28,M,Vivo T3x 5G 8/128,16028,No,Yes,No,Yes,
5488,30-11-2024,Inside Rangamati,24,F,Note 14 Pro 5G 8/256,36091,No,No,No,Yes,
5489,30-11-2024,Rangamati Sadar,20,M,Galaxy S24 Ultra 12/256,103919,No,Yes,No,Yes,
5490,30-11-2024,Inside Rangamati,39,F,iPhone 16 Pro 256GB,15187,No,Yes,Yes,Yes,
5491,30-11-2024,Inside Rangamati,35,F,iQOO Neo 9 Pro 5G 12/256,40950,Yes,Yes,Yes,No,
5492,30-11-2024,Inside Rangamati,22,F,Redmi Note 12 Pro 8/128,17466,No,No,No,No,
5493,30-11-2024,Rangamati Sadar,28,M,Galaxy S24 Ultra 12/256,62099,No,Yes,No,Yes,
5494,30-11-2024,Outside Rangamati,45,F,iPhone 16 Pro 256GB,46919,Yes,Yes,Yes,No,
5495,30-11-2024,Inside Rangamati,39,M,Galaxy M35 5G 8/128,14249,No,No,No,Yes,
5496,30-11-2024,Outside Rangamati,18,M,Redmi Note 12 Pro 8/128,19187,No,No,Yes,No,
5497,30-11-2024,Outside Rangamati,44,M,Galaxy A55 5G 8/128,14060,Yes,Yes,No,No,
5498,30-11-2024,Rangamati Sadar,43,F,iPhone 16 Pro 256GB,46198,No,No,No,Yes,
5499,30-11-2024,Rangamati Sadar,48,F,Galaxy A55 5G 8/128,13021,No,Yes,No,Yes,
5500,30-11-2024,Rangamati Sadar,35,M,Narzo N53 4/64,13303,No,No,No,Yes,
5501,30-11-2024,Inside Rangamati,26,F,iPhone 16 Pro Max 1TB,24728,No,Yes,No,No,
5502,30-11-2024,Outside Rangamati,25,F,iPhone 16 Pro 256GB,45336,No,No,No,Yes,
5503,30-11-2024,Rangamati Sadar,31,F,Pixel 7a 8/128,20555,Yes,No,No,Yes,
5504,30-11-2024,Outside Rangamati,43,M,R-70 Turbo 5G 6/128,18647,Yes,No,Yes,No,
5505,30-11-2024,Outside Rangamati,24,F,Pixel 8 Pro 12/256,18854,No,No,No,No,
5506,30-11-2024,Inside Rangamati,38,M,iQOO Neo 9 Pro 5G 12/256,19739,No,Yes,No,No,
5507,30-11-2024,Inside Rangamati,34,M,Note 14 Pro 5G 8/256,26723,No,No,No,No,
5508,30-11-2024,Rangamati Sadar,46,F,Vivo Y200 5G 6/128,18993,No,Yes,No,Yes,
5509,30-11-2024,Rangamati Sadar,47,F,Vivo Y200 5G 6/128,15940,Yes,Yes,No,No,
5510,30-11-2024,Rangamati Sadar,41,M,Note 11S 6/128,17927,No,No,No,Yes,
5511,30-11-2024,Outside Rangamati,22,M,Redmi Note 12 Pro 8/128,21141,No,No,No,Yes,
5512,30-11-2024,Rangamati Sadar,26,F,iQOO Neo 9 Pro 5G 12/256,14175,Yes,No,No,Yes,
5513,30-11-2024,Inside Rangamati,37,M,Galaxy A55 5G 8/128,25846,No,No,No,Yes,
5514,30-11-2024,Rangamati Sadar,25,F,R-70 Turbo 5G 6/128,18128,No,No,Yes,No,
5515,30-11-2024,Outside Rangamati,42,F,Moto G85 5G 8/128,26806,No,No,Yes,Yes,
5516,30-11-2024,Inside Rangamati,32,M,Vivo T3x 5G 8/128,14080,No,No,No,No,
5517,30-11-2024,Outside Rangamati,37,F,Note 11S 6/128,14034,No,Yes,No,Yes,
5518,30-11-2024,Outside Rangamati,41,M,Pixel 7a 8/128,44891,No,No,No,No,
